EEG 1, EEG 2, EEG 3, EEG 4, EEG 5, EEG 6, EEG 7, EEG 8, TRIG
-27574.91264983219,-35302.96910118045,-111907.71496185017,-39439.98746039271,-51971.784744547775,-44909.5119503483,-41218.56394112474,-45802.784376937,0.0
-26213.93051189472,-33852.90940884926,-109161.37338097022,-37850.39395516166,-50410.4964286292,-43415.72615131079,-39629.54273448613,-44140.85620944245,0.0
-24822.566413335426,-32369.24689082888,-106335.60872982533,-36207.934348161674,-48709.63604707279,-41760.2026236207,-38042.474922066685,-42455.11691488007,0.0
-23769.184665157667,-31134.584129115956,-103888.92785981917,-34897.105590936946,-47099.305544081915,-40302.65678404399,-36741.83363581986,-41068.62538602682,0.0
-22838.70615369411,-29961.261972818807,-101610.21256488937,-33726.931379518246,-45564.17241453113,-39084.76716619611,-35474.46200183849,-39741.31409368029,0.0
-21639.06434328702,-28589.448868761363,-99052.11585671152,-32303.94647184518,-43938.04690212136,-37763.60154320137,-33954.277581762646,-38152.70126093596,0.0
-20284.769876690112,-27179.68649967222,-96301.43736399591,-30719.27563149076,-42308.985441972145,-36194.32810000912,-32403.71627664622,-36508.0976489771,0.0
-19154.019883379187,-25978.79377229161,-93744.933778848,-29336.658732438973,-40853.56709275922,-34653.83205967417,-31118.89344386169,-35133.29794274424,0.0
-18220.83046272587,-24835.7629935919,-91374.21935152894,-28142.309328347514,-39419.313771582565,-33356.50804484986,-29904.72722292295,-33853.28610926433,0.0
-17152.203144396666,-23496.54112515202,-88885.64585936672,-26827.61890239545,-37752.33206820169,-32121.764733371994,-28444.952102787967,-32327.4108851515,0.0
-15909.715461269298,-22099.741391579057,-86261.04300226038,-25361.47639349383,-36015.76338624378,-30714.523434859344,-26897.968642039737,-30692.953674653538,0.0
-14759.392759419736,-20917.44241711201,-83728.61396760425,-23990.915797071677,-34563.8822993671,-29215.095365721943,-25600.878186341728,-29306.502860490542,0.0
-13764.318632337243,-19837.890872056527,-81290.47284572588,-22757.090292405715,-33298.48538116073,-27830.669309029814,-24446.741871092294,-28081.244836849473,0.0
-12725.107112954855,-18570.829589677895,-78766.58305137846,-21464.202709883866,-31790.377064469216,-26561.20536144275,-23090.91808856678,-26655.054621952622,0.0
-11597.125854013982,-17193.790387469213,-76205.93709644777,-20092.743940366123,-30019.798320896734,-25271.5326651685,-21588.002234536678,-25061.74724194935,0.0
-10546.49366913551,-16018.687486106654,-73798.05382622263,-18820.34478809916,-28441.709260125946,-23935.068699402007,-20283.15649875555,-23662.07470695178,0.0
-9586.077473319656,-15016.524727725722,-71454.73529070086,-17639.89774281932,-27218.105828985783,-22607.403296470005,-19176.437561453604,-22478.659616602134,0.0
-8542.963936847698,-13862.693527139905,-68930.01908830559,-16354.783837885754,-25940.60024545246,-21283.73392316705,-17931.30774486039,-21163.13230597201,0.0
-7419.360255534725,-12517.59428699391,-66303.56937659289,-14974.759470444022,-24315.955659575542,-19952.699183306813,-16486.624874091583,-19632.276262883475,0.0
-6417.110902094602,-11289.39904682149,-63888.94016675892,-13730.801002087022,-22632.852031542956,-18678.087753409087,-15148.080564942886,-18202.027828921506,0.0
-5547.715736774407,-10285.909471275794,-61667.70930585743,-12642.357274604508,-21259.508016064417,-17475.41583063969,-14028.33601158489,-17008.107290659973,0.0
-4581.68204585692,-9244.18108804525,-59286.295087115315,-11454.212348932291,-20063.59185483721,-16226.255504256264,-12870.821223495102,-15785.579024639264,0.0
-3470.626017962482,-8013.8471939577,-56673.093724125545,-10096.236820286664,-18691.961484138916,-14872.043914211949,-11537.184522706195,-14370.880411507684,0.0
-2461.4373557134904,-6802.474572840698,-54183.54442680152,-8830.00304069009,-17141.221907012714,-13562.690932304193,-10236.952861513208,-12977.47691962063,0.0
-1658.1403771246794,-5779.213580324918,-51993.303230377685,-7790.620246049849,-15678.061239119183,-12429.111447094627,-9115.687977804013,-11776.320496126982,0.0
-815.5552915629581,-4792.172148054377,-49794.935528162,-6737.203551738392,-14382.905903518786,-11334.662530927208,-8000.734972702568,-10595.593849440447,0.0
240.86024611142892,-3672.4793754125835,-47323.46601655722,-5468.729422937568,-13102.246150686595,-10072.808899716869,-6747.495406318039,-9266.6946939061,0.0
1307.8094716861333,-2524.728740240995,-44790.78822747461,-4169.304058927563,-11752.147797774134,-8715.749194145288,-5502.014205863586,-7930.674649597019,0.0
2152.765356852545,-1498.0839632261955,-42505.31743114829,-3084.082427117726,-10384.751699172904,-7513.482945455484,-4405.176197706554,-6749.961774836686,0.0
2901.687920571071,-516.2746928588551,-40374.35523250285,-2111.60068472328,-9023.487293683233,-6489.694362109039,-3329.3012602598374,-5605.091451835987,0.0
3806.0382750181257,542.3329532386566,-38108.21128539056,-1002.1899280053254,-7671.31879252432,-5404.558236645359,-2137.0468015937413,-4340.365643093431,0.0
4821.780755946616,1608.0607170512021,-35699.29218347999,223.38736449905193,-6397.132861686578,-4141.895844569107,-946.1725319550442,-3063.3183358215447,0.0
5716.763786658184,2576.3557328950674,-33371.24426201596,1350.2837270747236,-5215.601206081004,-2881.3027131359922,102.68178040247817,-1929.846555014531,0.0
6467.894870127117,3526.228690791598,-31186.46592885613,2344.0449622984975,-3976.528658574428,-1797.3835333360669,1122.1101368252444,-838.6643464710563,0.0
7259.253307078097,4564.311289808527,-29008.88055168149,3362.5091424586262,-2581.842190272442,-800.0150903887052,2268.0594877886133,378.3623229012793,0.0
8152.558544063266,5600.066718389962,-26777.7873321906,4459.527895808,-1211.7788030429188,292.73437725031675,3439.8917171644907,1631.564165927326,0.0
9024.172912782604,6507.528825763077,-24557.312282650455,5531.909907692412,-75.99235022669639,1479.0263190130215,4460.356380102082,2733.381018439174,0.0
9811.021083120188,7375.875458156548,-22362.893124581155,6538.212946087029,959.0448425433558,2618.292384474853,5404.841639626752,3748.43030823479,0.0
10584.726962568513,8360.504671371804,-20162.898792554482,7544.07747298687,2194.7584127719965,3652.851891773021,6467.520794908225,4879.831594442489,0.0
11377.635595026431,9390.71248516878,-18009.27318435286,8556.288945515937,3606.447622443686,4649.281603740309,7607.453995688568,6097.498512986501,0.0
12142.219270311567,10279.8499562975,-15955.07649663737,9517.851144627484,4855.157170654031,5675.297733149591,8622.00371480658,7191.286527590804,0.0
12887.724228549749,11059.131095919898,-13898.845016698226,10458.523953201264,5829.265193896801,6738.25687955807,9509.428324119384,8149.330836995664,0.0
13673.297482083923,11929.46950227355,-11725.974080256578,11459.195749350862,6825.506987069533,7807.589500038992,10463.8275032658,9173.063031203712,0.0
14461.337249004886,12913.529713644075,-9543.259791431265,12473.908566396565,8073.872543444986,8831.54589157092,11528.404658905196,10315.805121027497,0.0
