EEG 1, EEG 2, EEG 3, EEG 4, EEG 5, EEG 6, EEG 7, EEG 8, TRIG
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.001,-0.001,-0.001,0.000,0.000,0.001,0.000,-0.001,0.000
0.010,-0.004,-0.004,0.000,0.000,0.006,0.000,-0.005,0.000
0.042,-0.018,-0.018,0.000,0.001,0.023,0.000,-0.022,0.000
0.124,-0.053,-0.053,0.000,0.002,0.068,-0.001,-0.065,0.000
0.284,-0.121,-0.121,0.003,0.004,0.146,0.001,-0.146,0.000
0.516,-0.218,-0.218,0.018,0.005,0.234,0.010,-0.252,0.000
0.769,-0.320,-0.322,0.061,0.001,0.270,0.039,-0.344,0.000
0.965,-0.392,-0.408,0.154,-0.019,0.187,0.096,-0.370,0.000
1.041,-0.407,-0.480,0.317,-0.082,-0.011,0.176,-0.306,0.000
0.979,-0.361,-0.591,0.565,-0.231,-0.211,0.250,-0.185,0.000
0.805,-0.276,-0.825,0.901,-0.508,-0.229,0.277,-0.077,0.000
0.555,-0.191,-1.250,1.300,-0.920,0.076,0.227,-0.041,0.000
0.239,-0.141,-1.874,1.713,-1.417,0.708,0.102,-0.072,0.000
-0.164,-0.135,-2.634,2.085,-1.908,1.520,-0.063,-0.099,0.000
-0.674,-0.136,-3.415,2.385,-2.287,2.256,-0.206,-0.009,0.000
-1.269,-0.054,-4.076,2.634,-2.470,2.638,-0.246,0.309,0.000
-1.855,0.206,-4.496,2.898,-2.418,2.500,-0.125,0.890,0.000
-2.266,0.683,-4.605,3.280,-2.158,1.944,0.155,1.626,0.000
-2.291,1.310,-4.391,3.886,-1.782,1.364,0.524,2.247,0.000
-1.758,1.921,-3.878,4.777,-1.438,1.272,0.887,2.445,0.000
-0.645,2.271,-3.121,5.883,-1.327,2.007,1.208,2.059,0.000
0.869,2.097,-2.201,6.976,-1.696,3.556,1.564,1.190,0.000
2.456,1.257,-1.228,7.735,-2.755,5.570,2.097,0.163,0.000
3.754,-0.055,-0.341,7.875,-4.504,7.508,2.907,-0.606,0.000
4.462,-1.232,0.283,7.240,-6.632,8.828,3.968,-0.769,0.000
4.430,-1.498,0.463,5.850,-8.586,9.185,5.136,-0.222,0.000
3.733,-0.365,0.064,3.930,-9.760,8.583,6.263,0.739,0.000
2.661,2.055,-0.951,1.876,-9.665,7.342,7.296,1.428,0.000
1.597,5.081,-2.516,0.122,-8.132,5.868,8.309,1.091,0.000
0.878,7.720,-4.474,-1.035,-5.519,4.422,9.403,-0.629,0.000
0.737,8.990,-6.613,-1.505,-2.746,3.039,10.596,-3.439,0.000
1.256,8.263,-8.712,-1.378,-0.943,1.634,11.746,-6.531,0.000
2.310,5.550,-10.560,-0.851,-0.906,0.168,12.572,-8.931,0.000
3.546,1.483,-11.953,-0.160,-2.758,-1.238,12.748,-9.842,0.000
4.518,-3.000,-12.697,0.490,-5.950,-2.317,12.046,-8.934,0.000
4.893,-6.996,-12.671,0.993,-9.456,-2.799,10.493,-6.574,0.000
4.582,-9.797,-11.875,1.348,-12.074,-2.577,8.408,-3.744,0.000
3.720,-11.027,-10.446,1.627,-12.888,-1.784,6.270,-1.565,0.000
2.572,-10.851,-8.672,1.966,-11.754,-0.742,4.529,-0.713,0.000
1.433,-10.023,-6.967,2.572,-9.404,0.225,3.459,-1.178,0.000
0.528,-9.538,-5.766,3.659,-7.009,0.978,3.100,-2.463,0.000
-0.066,-10.092,-5.366,5.307,-5.561,1.634,3.269,-3.946,0.000
-0.413,-11.777,-5.827,7.353,-5.504,2.463,3.658,-5.179,0.000
-0.605,-14.209,-6.962,9.438,-6.696,3.686,3.972,-6.025,0.000
-0.600,-16.856,-8.366,11.164,-8.516,5.309,4.017,-6.645,0.000
-0.163,-19.301,-9.491,12.245,-10.101,7.098,3.674,-7.294,0.000
1.004,-21.341,-9.848,12.602,-10.717,8.661,2.875,-8.046,0.000
2.991,-22.937,-9.248,12.398,-10.097,9.559,1.685,-8.625,0.000
5.502,-24.090,-7.884,11.979,-8.466,9.402,0.390,-8.514,0.000
7.931,-24.758,-6.138,11.676,-6.282,8.014,-0.589,-7.280,0.000
9.646,-24.917,-4.241,11.553,-3.987,5.610,-0.937,-4.883,0.000
10.259,-24.693,-2.074,11.303,-1.953,2.806,-0.662,-1.726,0.000
9.782,-24.375,0.687,10.433,-0.448,0.342,-0.092,1.553,0.000
8.644,-24.240,4.146,8.634,0.471,-1.274,0.253,4.309,0.000
7.524,-24.338,7.858,6.051,1.035,-1.925,-0.158,6.048,0.000
7.021,-24.434,10.925,3.224,1.623,-1.831,-1.666,6.566,0.000
7.338,-24.147,12.508,0.793,2.464,-1.442,-4.205,6.082,0.000
8.217,-23.163,12.329,-0.836,3.476,-1.326,-7.266,5.162,0.000
9.137,-21.415,10.840,-1.641,4.371,-1.975,-10.129,4.379,0.000
9.579,-19.178,9.039,-1.895,4.898,-3.556,-12.265,3.924,0.000
9.190,-17.026,8.035,-1.908,5.003,-5.829,-13.583,3.520,0.000
7.892,-15.596,8.552,-1.797,4.784,-8.282,-14.393,2.716,0.000
5.934,-15.264,10.588,-1.451,4.350,-10.321,-15.141,1.298,0.000
3.824,-15.940,13.481,-0.682,3.715,-11.395,-16.102,-0.510,0.000
2.040,-17.109,16.309,0.598,2.832,-11.170,-17.196,-2.178,0.000
0.728,-18.033,18.293,2.339,1.737,-9.800,-17.986,-3.162,0.000
-0.361,-18.022,18.981,4.436,0.680,-8.044,-17.879,-3.184,0.000
-1.627,-16.718,18.297,6.798,0.081,-6.920,-16.489,-2.376,0.000
-3.305,-14.284,16.526,9.340,0.297,-7.065,-13.962,-1.263,0.000
-5.301,-11.339,14.192,11.945,1.389,-8.315,-11.006,-0.541,0.000
-7.264,-8.622,11.763,14.474,3.032,-9.834,-8.539,-0.722,0.000
-8.755,-6.678,9.435,16.766,4.591,-10.607,-7.228,-1.872,0.000
-9.409,-5.732,7.180,18.596,5.331,-9.935,-7.231,-3.646,0.000
-9.084,-5.690,4.996,19.652,4.753,-7.750,-8.208,-5.535,0.000
-7.960,-6.092,3.090,19.612,2.922,-4.743,-9.495,-7.055,0.000
-6.472,-6.148,1.828,18.280,0.537,-2.142,-10.357,-7.775,0.000
-5.086,-5.077,1.489,15.712,-1.389,-1.088,-10.300,-7.389,0.000
-4.106,-2.629,2.017,12.279,-2.022,-1.876,-9.271,-5.879,0.000
-3.651,0.670,2.971,8.575,-1.041,-3.687,-7.576,-3.595,0.000
-3.736,3.833,3.704,5.225,1.291,-5.088,-5.619,-1.096,0.000
-4.302,6.012,3.655,2.727,4.244,-4.905,-3.735,1.078,0.000
-5.188,6.892,2.576,1.404,6.899,-2.842,-2.221,2.510,0.000
-6.141,6.720,0.616,1.362,8.566,0.449,-1.364,2.936,0.000
-6.859,6.092,-1.775,2.350,9.114,3.716,-1.305,2.339,0.000
-7.030,5.658,-4.070,3.704,8.942,5.670,-1.895,1.050,0.000
-6.406,5.830,-5.922,4.577,8.651,5.588,-2.763,-0.340,0.000
-4.924,6.621,-7.236,4.312,8.728,3.679,-3.562,-1.233,0.000
-2.826,7.726,-8.011,2.682,9.432,0.883,-4.166,-1.270,0.000
-0.612,8.776,-8.193,-0.122,10.778,-1.764,-4.688,-0.455,0.000
1.131,9.534,-7.738,-3.613,12.454,-3.684,-5.390,0.846,0.000
1.944,9.885,-6.783,-7.155,13.822,-4.836,-6.574,2.023,0.000
1.664,9.764,-5.697,-10.184,14.213,-5.435,-8.435,2.479,0.000
0.503,9.130,-4.937,-12.427,13.372,-5.659,-10.840,1.915,0.000
-1.042,7.993,-4.847,-13.959,11.647,-5.506,-13.217,0.476,0.000
-2.412,6.439,-5.533,-15.034,9.711,-4.824,-14.771,-1.366,0.000
-3.183,4.660,-6.788,-15.818,8.104,-3.516,-14.947,-3.058,0.000
-3.149,3.004,-8.108,-16.229,6.970,-1.804,-13.783,-4.200,0.000
-2.338,1.943,-8.860,-15.986,6.100,-0.315,-11.872,-4.651,0.000
-1.060,1.907,-8.567,-14.806,5.142,0.176,-10.021,-4.482,0.000
0.116,3.071,-7.127,-12.599,3.798,-0.799,-8.854,-3.827,0.000
0.583,5.188,-4.830,-9.565,1.972,-3.074,-8.541,-2.770,0.000
0.015,7.553,-2.203,-6.168,-0.171,-5.896,-8.727,-1.412,0.000
-1.493,9.176,0.217,-2.988,-2.295,-8.329,-8.736,-0.035,0.000
-3.541,9.203,2.047,-0.468,-4.105,-9.738,-7.980,0.888,0.000
-5.630,7.382,3.036,1.280,-5.525,-10.011,-6.348,0.875,0.000
-7.309,4.216,2.930,2.465,-6.679,-9.410,-4.280,-0.327,0.000
-8.255,0.693,1.480,3.397,-7.747,-8.297,-2.477,-2.592,0.000
-8.309,-2.143,-1.283,4.277,-8.850,-6.990,-1.485,-5.361,0.000
-7.448,-3.533,-4.792,5.118,-10.023,-5.748,-1.447,-7.729,0.000
-5.739,-3.251,-8.037,5.797,-11.222,-4.702,-2.061,-8.797,0.000
-3.355,-1.745,-9.989,6.159,-12.283,-3.757,-2.698,-8.140,0.000
-0.635,0.008,-10.000,6.112,-12.933,-2.634,-2.634,-6.060,0.000
1.946,1.027,-8.021,5.659,-12.932,-1.129,-1.394,-3.384,0.000
3.915,0.876,-4.639,4.841,-12.285,0.602,0.973,-0.976,0.000
4.950,-0.173,-0.911,3.621,-11.308,2.037,3.942,0.696,0.000
4.976,-1.485,2.036,1.860,-10.431,2.637,6.816,1.680,0.000
4.185,-2.519,3.419,-0.473,-9.913,2.277,8.997,2.333,0.000
2.959,-3.092,2.972,-3.065,-9.709,1.384,10.026,2.952,0.000
1.699,-3.358,0.931,-5.288,-9.581,0.686,9.601,3.501,0.000
0.652,-3.616,-1.999,-6.557,-9.315,0.778,7.721,3.656,0.000
-0.159,-4.060,-4.768,-6.725,-8.885,1.825,4.805,3.083,0.000
-0.861,-4.592,-6.341,-6.175,-8.452,3.498,1.545,1.734,0.000
-1.562,-4.819,-6.193,-5.565,-8.243,5.091,-1.416,-0.057,0.000
-2.204,-4.285,-4.512,-5.462,-8.380,5.786,-3.695,-1.716,0.000
-2.555,-2.771,-1.999,-6.087,-8.734,5.059,-5.177,-2.728,0.000
-2.360,-0.444,0.433,-7.303,-8.902,3.012,-5.902,-2.887,0.000
-1.551,2.289,1.888,-8.783,-8.339,0.360,-5.970,-2.364,0.000
-0.335,5.054,1.719,-10.203,-6.635,-1.967,-5.522,-1.595,0.000
0.876,7.660,-0.161,-11.313,-3.776,-3.281,-4.792,-1.090,0.000
1.662,10.046,-3.149,-11.929,-0.186,-3.349,-4.134,-1.234,0.000
1.779,12.163,-6.210,-11.958,3.477,-2.398,-3.926,-2.121,0.000
